aliasid,clonealias,cloneid
FR_7902,FR_7902,ZDB-CDNA-050320-86
FR_7563,FR_7563,ZDB-CDNA-040926-17
FR_8020,FR_8020,ZDB-CDNA-050522-549
FR_8885,FR_8885,ZDB-CDNA-050522-85
FR_7764,FR_7764,ZDB-CDNA-050703-33
FR_8914,FR_8914,ZDB-CDNA-050522-145
FR_8919,FR_8919,ZDB-CDNA-050522-122
FR_8913,FR_8913,ZDB-CDNA-050522-119
FR_8904,FR_8904,ZDB-CDNA-050522-117
FR_8905,FR_8905,ZDB-CDNA-050522-115
FR_8915,FR_8915,ZDB-CDNA-050522-114
FR_8908,FR_8908,ZDB-CDNA-050522-399
FR_8922,FR_8922,ZDB-CDNA-050522-388
FR_8926,FR_8926,ZDB-CDNA-050522-381
FR_8909,FR_8909,ZDB-CDNA-050522-370
FR_8910,FR_8910,ZDB-CDNA-050522-369
FR_8955,FR_8955,ZDB-CDNA-050612-83
FR_8943,FR_8943,ZDB-CDNA-050612-225
FR_8944,FR_8944,ZDB-CDNA-050417-39
FR_8953,FR_8953,ZDB-CDNA-050417-38
FR_8950,FR_8950,ZDB-CDNA-050612-223
FR_8942,FR_8942,ZDB-CDNA-050417-32
FR_8941,FR_8941,ZDB-CDNA-050522-354
FR_8933,FR_8933,ZDB-CDNA-050320-89
FR_8935,FR_8935,ZDB-CDNA-050522-211
FR_9007,FR_9007,ZDB-CDNA-050320-88
FR_9010,FR_9010,ZDB-CDNA-050417-402
FR_8931,FR_8931,ZDB-CDNA-050417-401
FR_9004,FR_9004,ZDB-CDNA-050417-399
FR_9009,FR_9009,ZDB-CDNA-050522-195
FR_9008,FR_9008,ZDB-CDNA-050417-397
FR_8989,FR_8989,ZDB-CDNA-050522-192
FR_8977,FR_8977,ZDB-CDNA-050417-389
FR_8974,FR_8974,ZDB-CDNA-050417-388
FR_8976,FR_8976,ZDB-CDNA-050320-46
FR_8984,FR_8984,ZDB-CDNA-050417-384
FR_8987,FR_8987,ZDB-CDNA-050417-382
FR_8988,FR_8988,ZDB-CDNA-050417-381
FR_8979,FR_8979,ZDB-CDNA-050417-377
FR_9002,FR_9002,ZDB-CDNA-050417-375
FR_9003,FR_9003,ZDB-CDNA-050320-45
FR_8997,FR_8997,ZDB-CDNA-050522-352
FR_8983,FR_8983,ZDB-CDNA-050522-346
FR_8982,FR_8982,ZDB-CDNA-050417-360
FR_8972,FR_8972,ZDB-CDNA-050522-345
FR_8999,FR_8999,ZDB-CDNA-050522-338
FR_8962,FR_8962,ZDB-CDNA-050417-113
FR_9060,FR_9060,ZDB-CDNA-050417-101
FR_9058,FR_9058,ZDB-CDNA-050417-100
FR_9056,FR_9056,ZDB-CDNA-050320-41
FR_9019,FR_9019,ZDB-CDNA-050417-95
FR_9026,FR_9026,ZDB-CDNA-050417-94
FR_9025,FR_9025,ZDB-CDNA-050417-93
FR_9053,FR_9053,ZDB-CDNA-050417-86
FR_9047,FR_9047,ZDB-CDNA-050417-84
FR_9044,FR_9044,ZDB-CDNA-050522-324
FR_9027,FR_9027,ZDB-CDNA-050417-61
FR_9016,FR_9016,ZDB-CDNA-050417-346
FR_9018,FR_9018,ZDB-CDNA-050417-341
FR_9013,FR_9013,ZDB-CDNA-050320-37
FR_9067,FR_9067,ZDB-CDNA-050522-309
FR_9015,FR_9015,ZDB-CDNA-050417-320
FR_9077,FR_9077,ZDB-CDNA-050417-311
FR_9070,FR_9070,ZDB-CDNA-050522-303
FR_9066,FR_9066,ZDB-CDNA-050522-300
FR_9072,FR_9072,ZDB-CDNA-050417-146
FR_7993,FR_7993,ZDB-CDNA-050522-456
FR_9084,FR_9084,ZDB-CDNA-050612-242
FR_9082,FR_9082,ZDB-CDNA-050522-556
FR_9081,FR_9081,ZDB-CDNA-050522-6
FR_9282,FR_9282,ZDB-CDNA-050417-293
FR_9094,FR_9094,ZDB-CDNA-050522-555
FR_9093,FR_9093,ZDB-CDNA-050522-112
FR_9145,FR_9145,ZDB-CDNA-050522-94
FR_9147,FR_9147,ZDB-CDNA-050522-54
FR_9104,FR_9104,ZDB-CDNA-050522-430
FR_9118,FR_9118,ZDB-CDNA-050522-409
FR_9098,FR_9098,ZDB-CDNA-050522-405
FR_9155,FR_9155,ZDB-CDNA-050522-355
FR_9182,FR_9182,ZDB-CDNA-050522-332
FR_9186,FR_9186,ZDB-CDNA-050417-343
FR_9247,FR_9247,ZDB-CDNA-050522-292
FR_9234,FR_9234,ZDB-CDNA-050320-30
FR_9229,FR_9229,ZDB-CDNA-050522-289
FR_9223,FR_9223,ZDB-CDNA-050417-182
FR_9241,FR_9241,ZDB-CDNA-050417-180
FR_9218,FR_9218,ZDB-CDNA-050417-165
FR_9207,FR_9207,ZDB-CDNA-050417-163
FR_9225,FR_9225,ZDB-CDNA-050417-160
FR_9219,FR_9219,ZDB-CDNA-050522-271
FR_9211,FR_9211,ZDB-CDNA-050417-151
FR_9201,FR_9201,ZDB-CDNA-050417-149
FR_9296,FR_9296,ZDB-CDNA-050417-133
FR_9291,FR_9291,ZDB-CDNA-050417-131
FR_9281,FR_9281,ZDB-CDNA-050417-127
FR_9279,FR_9279,ZDB-CDNA-050417-290
FR_9134,FR_9134,ZDB-CDNA-050612-69
FR_9283,FR_9283,ZDB-CDNA-050417-286
FR_9278,FR_9278,ZDB-CDNA-050417-276
FR_9254,FR_9254,ZDB-CDNA-050417-269
FR_9260,FR_9260,ZDB-CDNA-050417-260
FR_9144,FR_9144,ZDB-CDNA-050522-99
FR_9113,FR_9113,ZDB-CDNA-050522-64
FR_9122,FR_9122,ZDB-CDNA-050612-73
FR_9123,FR_9123,ZDB-CDNA-050612-72
FR_9125,FR_9125,ZDB-CDNA-050612-71
FR_9135,FR_9135,ZDB-CDNA-050522-57
FR_9137,FR_9137,ZDB-CDNA-050522-455
FR_9115,FR_9115,ZDB-CDNA-050522-446
FR_9117,FR_9117,ZDB-CDNA-050522-443
FR_9128,FR_9128,ZDB-CDNA-050522-423
FR_9149,FR_9149,ZDB-CDNA-050612-236
FR_9102,FR_9102,ZDB-CDNA-050522-414
FR_9119,FR_9119,ZDB-CDNA-050522-410
FR_9109,FR_9109,ZDB-CDNA-050522-181
FR_9120,FR_9120,ZDB-CDNA-050522-179
FR_9106,FR_9106,ZDB-CDNA-050522-174
FR_9099,FR_9099,ZDB-CDNA-050522-169
FR_9143,FR_9143,ZDB-CDNA-050522-129
FR_9139,FR_9139,ZDB-CDNA-050522-397
FR_9107,FR_9107,ZDB-CDNA-050522-393
FR_9105,FR_9105,ZDB-CDNA-050522-386
FR_9138,FR_9138,ZDB-CDNA-050522-383
FR_9165,FR_9165,ZDB-CDNA-050522-368
FR_9142,FR_9142,ZDB-CDNA-050522-358
FR_9158,FR_9158,ZDB-CDNA-050612-219
FR_9162,FR_9162,ZDB-CDNA-050522-210
FR_9163,FR_9163,ZDB-CDNA-050612-217
FR_9153,FR_9153,ZDB-CDNA-050522-202
FR_9152,FR_9152,ZDB-CDNA-050522-200
FR_9150,FR_9150,ZDB-CDNA-050522-196
FR_9154,FR_9154,ZDB-CDNA-050522-353
FR_9194,FR_9194,ZDB-CDNA-050522-342
FR_9195,FR_9195,ZDB-CDNA-050417-120
FR_9191,FR_9191,ZDB-CDNA-050417-110
FR_9180,FR_9180,ZDB-CDNA-050417-103
FR_9173,FR_9173,ZDB-CDNA-050522-335
FR_9168,FR_9168,ZDB-CDNA-050417-83
FR_9192,FR_9192,ZDB-CDNA-050417-64
FR_9197,FR_9197,ZDB-CDNA-050417-348
FR_9190,FR_9190,ZDB-CDNA-050417-347
FR_9176,FR_9176,ZDB-CDNA-050417-331
FR_9184,FR_9184,ZDB-CDNA-050417-330
FR_9178,FR_9178,ZDB-CDNA-050417-325
FR_9175,FR_9175,ZDB-CDNA-050417-323
FR_9169,FR_9169,ZDB-CDNA-050417-307
FR_9172,FR_9172,ZDB-CDNA-050417-295
FR_9233,FR_9233,ZDB-CDNA-050522-293
FR_9216,FR_9216,ZDB-CDNA-050417-178
FR_9213,FR_9213,ZDB-CDNA-050522-269
FR_9280,FR_9280,ZDB-CDNA-050320-25
FR_9292,FR_9292,ZDB-CDNA-050417-139
FR_9294,FR_9294,ZDB-CDNA-050522-251
FR_9272,FR_9272,ZDB-CDNA-050417-288
FR_9289,FR_9289,ZDB-CDNA-050417-282
FR_9277,FR_9277,ZDB-CDNA-050417-278
FR_9285,FR_9285,ZDB-CDNA-050417-277
FR_9251,FR_9251,ZDB-CDNA-050417-270
FR_9257,FR_9257,ZDB-CDNA-050320-19
FR_9255,FR_9255,ZDB-CDNA-050417-263
FR_9259,FR_9259,ZDB-CDNA-050320-18
FR_9131,FR_9131,ZDB-CDNA-050612-76
FR_9136,FR_9136,ZDB-CDNA-050612-80
FR_9092,FR_9092,ZDB-CDNA-050612-241
FR_9160,FR_9160,ZDB-CDNA-050612-89
FR_4998,FR_4998,ZDB-CDNA-040425-1516
FR_5290,FR_5290,ZDB-CDNA-040425-2095
FR_6841,FR_6841,ZDB-CDNA-040425-2154
FR_6814,FR_6814,ZDB-CDNA-040425-3048
FR_5444,FR_5444,ZDB-CDNA-040425-2396
FR_9252,FR_9252,ZDB-CDNA-050612-195
FR_5443,FR_5443,ZDB-CDNA-040425-3041
FR_5450,FR_5450,ZDB-CDNA-040425-3487
FR_7804,FR_7804,ZDB-CDNA-041114-48
FR_5463,FR_5463,ZDB-CDNA-040425-3169
FR_5473,FR_5473,ZDB-CDNA-040425-477
FR_5471,FR_5471,ZDB-CDNA-040425-3298
FR_5575,FR_5575,ZDB-CDNA-040425-2753
FR_6889,FR_6889,ZDB-CDNA-040425-3473
FR_9088,FR_9088,ZDB-CDNA-050612-46
FR_7040,FR_7040,ZDB-CDNA-040425-3445
FR_7140,FR_7140,ZDB-CDNA-040801-224
FR_7126,FR_7126,ZDB-CDNA-040801-218
FR_7144,FR_7144,ZDB-CDNA-040704-21
FR_7121,FR_7121,ZDB-CDNA-040704-9
FR_7133,FR_7133,ZDB-CDNA-040801-268
FR_7178,FR_7178,ZDB-CDNA-040718-451
FR_7175,FR_7175,ZDB-CDNA-040822-33
FR_7171,FR_7171,ZDB-CDNA-040718-437
FR_7168,FR_7168,ZDB-CDNA-040822-29
FR_7160,FR_7160,ZDB-CDNA-040822-39
FR_7201,FR_7201,ZDB-CDNA-040912-184
FR_7154,FR_7154,ZDB-CDNA-040801-243
FR_7157,FR_7157,ZDB-CDNA-040718-108
FR_9208,FR_9208,ZDB-CDNA-050522-270
FR_7743,FR_7743,ZDB-CDNA-041114-10
FR_7751,FR_7751,ZDB-CDNA-041114-191
FR_7750,FR_7750,ZDB-CDNA-041114-179
FR_7739,FR_7739,ZDB-CDNA-050102-4
FR_7726,FR_7726,ZDB-CDNA-040718-389
FR_7733,FR_7733,ZDB-CDNA-040912-26
FR_7729,FR_7729,ZDB-CDNA-040718-385
FR_7722,FR_7722,ZDB-CDNA-040912-149
FR_7084,FR_7084,ZDB-CDNA-040822-3
FR_7141,FR_7141,ZDB-CDNA-040808-56
FR_7124,FR_7124,ZDB-CDNA-040704-13
FR_7110,FR_7110,ZDB-CDNA-040704-11
FR_7174,FR_7174,ZDB-CDNA-040801-253
FR_7167,FR_7167,ZDB-CDNA-040711-5
FR_7206,FR_7206,ZDB-CDNA-040801-245
FR_7266,FR_7266,ZDB-CDNA-040718-96
FR_7213,FR_7213,ZDB-CDNA-040801-198
FR_7214,FR_7214,ZDB-CDNA-040801-192
FR_7326,FR_7326,ZDB-CDNA-040718-523
FR_7328,FR_7328,ZDB-CDNA-040718-521
FR_7762,FR_7762,ZDB-CDNA-050213-3
FR_7286,FR_7286,ZDB-CDNA-040718-149
FR_7300,FR_7300,ZDB-CDNA-040718-143
FR_7299,FR_7299,ZDB-CDNA-040718-133
FR_7302,FR_7302,ZDB-CDNA-040718-131
FR_7301,FR_7301,ZDB-CDNA-040718-127
FR_7282,FR_7282,ZDB-CDNA-040718-118
FR_7297,FR_7297,ZDB-CDNA-040718-115
FR_7295,FR_7295,ZDB-CDNA-040718-111
FR_7293,FR_7293,ZDB-CDNA-040718-362
FR_7372,FR_7372,ZDB-CDNA-040718-337
FR_7373,FR_7373,ZDB-CDNA-040718-330
FR_7358,FR_7358,ZDB-CDNA-040718-323
FR_7362,FR_7362,ZDB-CDNA-040718-318
FR_7371,FR_7371,ZDB-CDNA-040912-94
FR_7351,FR_7351,ZDB-CDNA-040912-92
FR_7348,FR_7348,ZDB-CDNA-040718-255
FR_7357,FR_7357,ZDB-CDNA-040718-247
FR_7356,FR_7356,ZDB-CDNA-040718-246
FR_7341,FR_7341,ZDB-CDNA-040718-238
FR_7336,FR_7336,ZDB-CDNA-041010-92
FR_7402,FR_7402,ZDB-CDNA-040801-180
FR_7411,FR_7411,ZDB-CDNA-040718-220
FR_7418,FR_7418,ZDB-CDNA-040718-219
FR_7426,FR_7426,ZDB-CDNA-040718-218
FR_7408,FR_7408,ZDB-CDNA-040718-201
FR_7410,FR_7410,ZDB-CDNA-040718-199
FR_7415,FR_7415,ZDB-CDNA-040718-190
FR_7400,FR_7400,ZDB-CDNA-041010-85
FR_7399,FR_7399,ZDB-CDNA-040718-183
FR_7398,FR_7398,ZDB-CDNA-040718-297
FR_7404,FR_7404,ZDB-CDNA-040718-292
FR_7422,FR_7422,ZDB-CDNA-040718-289
FR_7407,FR_7407,ZDB-CDNA-040718-287
FR_7406,FR_7406,ZDB-CDNA-040912-86
FR_7405,FR_7405,ZDB-CDNA-040718-286
FR_4679,FR_4679,ZDB-CDNA-040425-2942
FR_5553,FR_5553,ZDB-CDNA-040425-11
FR_5731,FR_5731,ZDB-CDNA-040425-3246
FR_7500,FR_7500,ZDB-CDNA-041010-114
FR_5729,FR_5729,ZDB-CDNA-040425-38
FR_8032,FR_8032,ZDB-CDNA-050522-427
FR_5546,FR_5546,ZDB-CDNA-040425-3526
FR_8068,FR_8068,ZDB-CDNA-050612-79
FR_8031,FR_8031,ZDB-CDNA-050522-413
FR_5728,FR_5728,ZDB-CDNA-040425-143
FR_5561,FR_5561,ZDB-CDNA-040425-1286
FR_5502,FR_5502,ZDB-CDNA-040425-197
FR_7989,FR_7989,ZDB-CDNA-041010-139
FR_7483,FR_7483,ZDB-CDNA-041010-29
FR_8046,FR_8046,ZDB-CDNA-050522-172
FR_5589,FR_5589,ZDB-CDNA-040425-274
FR_7505,FR_7505,ZDB-CDNA-040912-116
FR_7517,FR_7517,ZDB-CDNA-040926-1
FR_8882,FR_8882,ZDB-CDNA-050522-74
FR_7983,FR_7983,ZDB-CDNA-041114-101
FR_7416,FR_7416,ZDB-CDNA-040718-221
FR_5556,FR_5556,ZDB-CDNA-040425-3194
FR_8017,FR_8017,ZDB-CDNA-050612-280
FR_5433,FR_5433,ZDB-CDNA-040425-3000
FR_8028,FR_8028,ZDB-CDNA-050522-149
FR_8033,FR_8033,ZDB-CDNA-050522-416
FR_8925,FR_8925,ZDB-CDNA-050522-385
FR_5558,FR_5558,ZDB-CDNA-040425-387
FR_7995,FR_7995,ZDB-CDNA-041212-53
FR_7931,FR_7931,ZDB-CDNA-050320-110
FR_8018,FR_8018,ZDB-CDNA-050522-553
FR_5723,FR_5723,ZDB-CDNA-040425-2453
FR_8937,FR_8937,ZDB-CDNA-050417-31
FR_8929,FR_8929,ZDB-CDNA-050522-130
FR_8911,FR_8911,ZDB-CDNA-050522-379
FR_8023,FR_8023,ZDB-CDNA-050522-107
FR_7466,FR_7466,ZDB-CDNA-041010-56
FR_8059,FR_8059,ZDB-CDNA-050522-126
FR_5718,FR_5718,ZDB-CDNA-040425-482
FR_8948,FR_8948,ZDB-CDNA-050626-49
FR_5543,FR_5543,ZDB-CDNA-040425-538
FR_8022,FR_8022,ZDB-CDNA-050522-548
FR_8899,FR_8899,ZDB-CDNA-050522-113
FR_8932,FR_8932,ZDB-CDNA-050417-25
FR_8881,FR_8881,ZDB-CDNA-050522-81
FR_5517,FR_5517,ZDB-CDNA-040425-596
FR_8065,FR_8065,ZDB-CDNA-050522-75
FR_7506,FR_7506,ZDB-CDNA-041010-27
FR_7520,FR_7520,ZDB-CDNA-041010-5
FR_8051,FR_8051,ZDB-CDNA-050522-170
FR_8898,FR_8898,ZDB-CDNA-050522-374
FR_7375,FR_7375,ZDB-CDNA-040718-315
FR_8921,FR_8921,ZDB-CDNA-050522-389
FR_7390,FR_7390,ZDB-CDNA-040718-296
FR_7439,FR_7439,ZDB-CDNA-041010-127
FR_5715,FR_5715,ZDB-CDNA-040425-737
FR_8069,FR_8069,ZDB-CDNA-050522-62
FR_7874,FR_7874,ZDB-CDNA-041114-157
FR_7001,FR_7001,ZDB-CDNA-040425-3312
FR_5518,FR_5518,ZDB-CDNA-040425-893
FR_7396,FR_7396,ZDB-CDNA-040718-299
FR_5559,FR_5559,ZDB-CDNA-040425-3149
FR_7758,FR_7758,ZDB-CDNA-050703-23
FR_8006,FR_8006,ZDB-CDNA-050522-463
FR_7467,FR_7467,ZDB-CDNA-040926-21
FR_5544,FR_5544,ZDB-CDNA-040425-972
FR_865,FR_865,ZDB-CDNA-040425-1602
FR_7550,FR_7550,ZDB-CDNA-041010-200
FR_7952,FR_7952,ZDB-CDNA-040912-57
FR_7981,FR_7981,ZDB-CDNA-041010-153
FR_7997,FR_7997,ZDB-CDNA-041121-7
FR_7984,FR_7984,ZDB-CDNA-041010-146
FR_7474,FR_7474,ZDB-CDNA-040912-126
FR_7461,FR_7461,ZDB-CDNA-041010-40
FR_7470,FR_7470,ZDB-CDNA-041010-35
FR_7973,FR_7973,ZDB-CDNA-041010-140
FR_7991,FR_7991,ZDB-CDNA-041010-137
FR_7986,FR_7986,ZDB-CDNA-041010-136
FR_7998,FR_7998,ZDB-CDNA-041010-135
FR_7431,FR_7431,ZDB-CDNA-041010-132
FR_7435,FR_7435,ZDB-CDNA-041010-126
FR_7438,FR_7438,ZDB-CDNA-041010-125
FR_7434,FR_7434,ZDB-CDNA-041010-121
FR_7441,FR_7441,ZDB-CDNA-041010-120
FR_7432,FR_7432,ZDB-CDNA-041010-118
FR_7430,FR_7430,ZDB-CDNA-041010-115
FR_7503,FR_7503,ZDB-CDNA-041010-113
FR_7496,FR_7496,ZDB-CDNA-040912-37
FR_7502,FR_7502,ZDB-CDNA-041010-108
FR_7497,FR_7497,ZDB-CDNA-041010-66
FR_7495,FR_7495,ZDB-CDNA-041010-61
FR_7475,FR_7475,ZDB-CDNA-041010-52
FR_7491,FR_7491,ZDB-CDNA-040912-134
FR_7445,FR_7445,ZDB-CDNA-040926-19
FR_7449,FR_7449,ZDB-CDNA-040912-117
FR_7825,FR_7825,ZDB-CDNA-041114-55
FR_7522,FR_7522,ZDB-CDNA-040912-112
FR_7524,FR_7524,ZDB-CDNA-040912-109
FR_7830,FR_7830,ZDB-CDNA-041114-51
FR_7514,FR_7514,ZDB-CDNA-041010-13
FR_7513,FR_7513,ZDB-CDNA-041010-10
FR_7516,FR_7516,ZDB-CDNA-040912-105
FR_7521,FR_7521,ZDB-CDNA-041010-4
FR_7567,FR_7567,ZDB-CDNA-041010-105
FR_8021,FR_8021,ZDB-CDNA-050522-547
FR_7992,FR_7992,ZDB-CDNA-050522-111
FR_8883,FR_8883,ZDB-CDNA-050522-84
FR_8893,FR_8893,ZDB-CDNA-050522-72
FR_8040,FR_8040,ZDB-CDNA-050522-422
FR_8035,FR_8035,ZDB-CDNA-050522-411
FR_8879,FR_8879,ZDB-CDNA-050522-166
FR_8044,FR_8044,ZDB-CDNA-050522-157
FR_8043,FR_8043,ZDB-CDNA-050522-156
FR_8029,FR_8029,ZDB-CDNA-050522-155
FR_8027,FR_8027,ZDB-CDNA-050522-146
FR_8041,FR_8041,ZDB-CDNA-050522-143
FR_8042,FR_8042,ZDB-CDNA-050522-139
FR_8057,FR_8057,ZDB-CDNA-050522-135
FR_8055,FR_8055,ZDB-CDNA-050522-134
FR_8058,FR_8058,ZDB-CDNA-050522-125
FR_8906,FR_8906,ZDB-CDNA-050522-116
FR_8912,FR_8912,ZDB-CDNA-050522-404
FR_8917,FR_8917,ZDB-CDNA-050522-396
FR_8918,FR_8918,ZDB-CDNA-050522-391
FR_8923,FR_8923,ZDB-CDNA-050522-390
FR_8901,FR_8901,ZDB-CDNA-050522-375
FR_8897,FR_8897,ZDB-CDNA-050522-373
FR_8903,FR_8903,ZDB-CDNA-050522-366
FR_8945,FR_8945,ZDB-CDNA-050417-40
FR_8951,FR_8951,ZDB-CDNA-050417-37
FR_8947,FR_8947,ZDB-CDNA-050612-222
FR_8938,FR_8938,ZDB-CDNA-050417-27
FR_8934,FR_8934,ZDB-CDNA-050417-24
FR_8949,FR_8949,ZDB-CDNA-050417-410
FR_8930,FR_8930,ZDB-CDNA-050417-403
FR_8940,FR_8940,ZDB-CDNA-050522-201
FR_8007,FR_8007,ZDB-CDNA-050626-55
FR_8001,FR_8001,ZDB-CDNA-050522-465
FR_8011,FR_8011,ZDB-CDNA-050522-103
FR_8012,FR_8012,ZDB-CDNA-050522-102
FR_8894,FR_8894,ZDB-CDNA-050522-93
FR_8880,FR_8880,ZDB-CDNA-050522-76
FR_8892,FR_8892,ZDB-CDNA-050522-73
FR_8038,FR_8038,ZDB-CDNA-050522-69
FR_8060,FR_8060,ZDB-CDNA-050522-165
FR_8045,FR_8045,ZDB-CDNA-050522-176
FR_4653,FR_4653,ZDB-CDNA-040425-2941
FR_5541,FR_5541,ZDB-CDNA-040425-3511
FR_5551,FR_5551,ZDB-CDNA-040425-3180
FR_5474,FR_5474,ZDB-CDNA-040425-2748
FR_5590,FR_5590,ZDB-CDNA-040425-2762
FR_5552,FR_5552,ZDB-CDNA-040425-3206
FR_5521,FR_5521,ZDB-CDNA-040425-3329
FR_5515,FR_5515,ZDB-CDNA-040425-1543
FR_5504,FR_5504,ZDB-CDNA-040425-2791
FR_5726,FR_5726,ZDB-CDNA-040425-3240
FR_5725,FR_5725,ZDB-CDNA-040425-2807
FR_5730,FR_5730,ZDB-CDNA-040425-2850
FR_5711,FR_5711,ZDB-CDNA-040425-2851
FR_7316,FR_7316,ZDB-CDNA-040718-157
FR_7058,FR_7058,ZDB-CDNA-040718-505
FR_7155,FR_7155,ZDB-CDNA-040718-106
FR_7746,FR_7746,ZDB-CDNA-041212-98
FR_7760,FR_7760,ZDB-CDNA-041024-21
FR_7312,FR_7312,ZDB-CDNA-040718-512
FR_7318,FR_7318,ZDB-CDNA-040912-101
FR_7321,FR_7321,ZDB-CDNA-040718-148
FR_7383,FR_7383,ZDB-CDNA-040718-359
FR_7374,FR_7374,ZDB-CDNA-040718-334
FR_7389,FR_7389,ZDB-CDNA-040718-314
FR_7376,FR_7376,ZDB-CDNA-040718-303
FR_7393,FR_7393,ZDB-CDNA-040718-187
FR_7392,FR_7392,ZDB-CDNA-040718-184
FR_7391,FR_7391,ZDB-CDNA-040718-295
FR_7395,FR_7395,ZDB-CDNA-040718-294
FR_9752,FR_9752,ZDB-CDNA-040425-3181
FR_9763,FR_9763,ZDB-CDNA-040425-3395
FR_9711,FR_9711,ZDB-CDNA-050612-52
FR_9043,FR_9043,ZDB-CDNA-050612-3
FR_9444,FR_9444,ZDB-CDNA-050417-219
FR_9437,FR_9437,ZDB-CDNA-040704-74
FR_9064,FR_9064,ZDB-CDNA-050522-285
FR_9048,FR_9048,ZDB-CDNA-050522-442
FR_9772,FR_9772,ZDB-CDNA-040425-420
FR_9794,FR_9794,ZDB-CDNA-040425-2691
FR_9012,FR_9012,ZDB-CDNA-050417-363
FR_9691,FR_9691,ZDB-CDNA-050522-372
FR_9170,FR_9170,ZDB-CDNA-050522-546
FR_9129,FR_9129,ZDB-CDNA-050417-301
FR_9433,FR_9433,ZDB-CDNA-040801-270
FR_9063,FR_9063,ZDB-CDNA-050417-175
FR_9126,FR_9126,ZDB-CDNA-050417-59
FR_9202,FR_9202,ZDB-CDNA-050417-98
FR_9035,FR_9035,ZDB-CDNA-050417-76
FR_9613,FR_9613,ZDB-CDNA-050320-133
FR_9523,FR_9523,ZDB-CDNA-050703-6
FR_9405,FR_9405,ZDB-CDNA-040926-6
FR_9731,FR_9731,ZDB-CDNA-050612-214
FR_7309,FR_7309,ZDB-CDNA-050522-554
FR_9367,FR_9367,ZDB-CDNA-050327-88
FR_9771,FR_9771,ZDB-CDNA-040801-261
FR_9189,FR_9189,ZDB-CDNA-050417-313
FR_9174,FR_9174,ZDB-CDNA-050417-404
FR_9020,FR_9020,ZDB-CDNA-050522-183
FR_9421,FR_9421,ZDB-CDNA-040801-207
FR_9458,FR_9458,ZDB-CDNA-050612-127
FR_9786,FR_9786,ZDB-CDNA-041010-6
FR_9476,FR_9476,ZDB-CDNA-050612-134
FR_9188,FR_9188,ZDB-CDNA-050417-89
FR_9390,FR_9390,ZDB-CDNA-041114-31
FR_9435,FR_9435,ZDB-CDNA-040718-19
FR_9023,FR_9023,ZDB-CDNA-050522-339
FR_9766,FR_9766,ZDB-CDNA-040808-54
FR_9728,FR_9728,ZDB-CDNA-050626-4
FR_9220,FR_9220,ZDB-CDNA-050522-290
FR_9334,FR_9334,ZDB-CDNA-050522-504
FR_9032,FR_9032,ZDB-CDNA-050417-60
FR_9778,FR_9778,ZDB-CDNA-041010-220
FR_8980,FR_8980,ZDB-CDNA-050522-264
FR_9615,FR_9615,ZDB-CDNA-050327-29
FR_9800,FR_9800,ZDB-CDNA-040425-383
FR_9635,FR_9635,ZDB-CDNA-050410-3
FR_9742,FR_9742,ZDB-CDNA-040425-1429
FR_9755,FR_9755,ZDB-CDNA-040425-3428
FR_7142,FR_7142,ZDB-CDNA-050417-105
FR_7959,FR_7959,ZDB-CDNA-050522-445
FR_9205,FR_9205,ZDB-CDNA-050612-18
FR_9000,FR_9000,ZDB-CDNA-050522-236
FR_9807,FR_9807,ZDB-CDNA-040425-2502
FR_9325,FR_9325,ZDB-CDNA-050522-50
FR_5460,FR_5460,ZDB-CDNA-041114-142
FR_9114,FR_9114,ZDB-CDNA-050522-307
FR_9749,FR_9749,ZDB-CDNA-040425-517
FR_7134,FR_7134,ZDB-CDNA-050417-85
FR_9495,FR_9495,ZDB-CDNA-050417-193
FR_9181,FR_9181,ZDB-CDNA-050522-317
FR_9167,FR_9167,ZDB-CDNA-050522-291
FR_9780,FR_9780,ZDB-CDNA-040718-129
FR_9760,FR_9760,ZDB-CDNA-040425-3348
FR_9477,FR_9477,ZDB-CDNA-050612-154
FR_9590,FR_9590,ZDB-CDNA-050320-67
FR_9656,FR_9656,ZDB-CDNA-050522-526
FR_9659,FR_9659,ZDB-CDNA-050522-505
FR_9699,FR_9699,ZDB-CDNA-050417-376
FR_9436,FR_9436,ZDB-CDNA-040718-22
FR_9384,FR_9384,ZDB-CDNA-040718-388
FR_9745,FR_9745,ZDB-CDNA-040425-2379
FR_9215,FR_9215,ZDB-CDNA-050522-278
FR_9746,FR_9746,ZDB-CDNA-040425-2375
FR_9179,FR_9179,ZDB-CDNA-050417-337
FR_8990,FR_8990,ZDB-CDNA-050522-280
FR_9124,FR_9124,ZDB-CDNA-050417-309
FR_9803,FR_9803,ZDB-CDNA-040425-1001
FR_9707,FR_9707,ZDB-CDNA-050320-34
FR_9785,FR_9785,ZDB-CDNA-040926-3
FR_9095,FR_9095,ZDB-CDNA-050417-353
FR_9781,FR_9781,ZDB-CDNA-040912-123
FR_9388,FR_9388,ZDB-CDNA-041219-1
FR_9133,FR_9133,ZDB-CDNA-050612-86
FR_9356,FR_9356,ZDB-CDNA-050522-509
FR_9457,FR_9457,ZDB-CDNA-050612-129
FR_9030,FR_9030,ZDB-CDNA-050522-194
FR_9554,FR_9554,ZDB-CDNA-050220-3
FR_9575,FR_9575,ZDB-CDNA-050320-53
FR_9756,FR_9756,ZDB-CDNA-040425-3192
