ENSDARG00000088995|ENSDART00000122214|CABZ01030692.1|
ENSDARG00000054570|ENSDART00000076764|smg1|
ENSDARG00000096317|ENSDART00000151328|si:ch73-267f5.2|
ENSDARG00000034957|ENSDART00000050729|hddc2|
ENSDARG00000076317|ENSDART00000149883|plod3|
ENSDARG00000076317|ENSDART00000085764|plod3|
ENSDARG00000076317|ENSDART00000149181|plod3|
ENSDARG00000076317|ENSDART00000138037|plod3|
ENSDARG00000076317|ENSDART00000136839|plod3|
ENSDARG00000053774|ENSDART00000075873|ALPP|
ENSDARG00000053774|ENSDART00000125466|ALPP|
ENSDARG00000002509|ENSDART00000075299|zgc:153911|
ENSDARG00000021948|ENSDART00000078607|tnc|
ENSDARG00000021948|ENSDART00000131729|tnc|
ENSDARG00000021948|ENSDART00000137717|tnc|
ENSDARG00000021948|ENSDART00000147687|tnc|
ENSDARG00000021948|ENSDART00000132312|tnc|
ENSDARG00000021948|ENSDART00000137480|tnc|
ENSDARG00000021948|ENSDART00000026107|tnc|
ENSDARG00000037409|ENSDART00000054440|tmem144a|
ENSDARG00000037409|ENSDART00000145053|tmem144a|
ENSDARG00000044327|ENSDART00000065104|TMEM185B|
ENSDARG00000044327|ENSDART00000151318|TMEM185B|
ENSDARG00000019316|ENSDART00000146675|FER1L6|
ENSDARG00000019316|ENSDART00000146449|FER1L6|
ENSDARG00000019316|ENSDART00000139898|FER1L6|
ENSDARG00000019316|ENSDART00000141571|FER1L6|
ENSDARG00000019316|ENSDART00000056105|FER1L6|
ENSDARG00000092989|ENSDART00000136440|si:ch211-161n3.3|
ENSDARG00000038075|ENSDART00000055504|cyc1|
ENSDARG00000038075|ENSDART00000151401|cyc1|
ENSDARG00000038075|ENSDART00000137519|cyc1|
ENSDARG00000038075|ENSDART00000141128|cyc1|
ENSDARG00000038075|ENSDART00000145555|cyc1|
ENSDARG00000056163|ENSDART00000078610|zgc:73228|
ENSDARG00000061108|ENSDART00000086768|ep300b|
ENSDARG00000043531|ENSDART00000063912|jun|
ENSDARG00000079155|ENSDART00000143488|si:ch211-67f13.8|
ENSDARG00000079155|ENSDART00000137297|si:ch211-67f13.8|
ENSDARG00000079155|ENSDART00000112898|si:ch211-67f13.8|
ENSDARG00000089880|ENSDART00000147743|sf3b3|
ENSDARG00000089880|ENSDART00000145582|sf3b3|
ENSDARG00000089880|ENSDART00000122831|sf3b3|
ENSDARG00000025275|ENSDART00000139020|gbgt1l1|
ENSDARG00000025275|ENSDART00000019992|gbgt1l1|
ENSDARG00000025275|ENSDART00000142064|gbgt1l1|
ENSDARG00000070126|ENSDART00000102656|si:dkey-22l11.6|
ENSDARG00000070126|ENSDART00000150869|si:dkey-22l11.6|
ENSDARG00000002696|ENSDART00000005547|gnb3b|
ENSDARG00000002696|ENSDART00000132642|gnb3b|
ENSDARG00000002696|ENSDART00000151093|gnb3b|
ENSDARG00000002696|ENSDART00000151787|gnb3b|
ENSDARG00000002696|ENSDART00000151246|gnb3b|
ENSDARG00000087438|ENSDART00000128988|CT868708.1|
ENSDARG00000024324|ENSDART00000036461|arhgap1|
ENSDARG00000024324|ENSDART00000131313|arhgap1|
ENSDARG00000013224|ENSDART00000019706|phc2b|
ENSDARG00000008491|ENSDART00000002075|wu:fd55e03|
ENSDARG00000096397|ENSDART00000151622|si:dkey-276l13.5|
ENSDARG00000096286|ENSDART00000151053|si:ch211-64c10.1|
ENSDARG00000096286|ENSDART00000151123|si:ch211-64c10.1|
ENSDARG00000045753|ENSDART00000067261|tmtc2|
ENSDARG00000007916|ENSDART00000050245|xpnpep3|
ENSDARG00000007916|ENSDART00000135047|xpnpep3|
ENSDARG00000036499|ENSDART00000101408|zgc:162171|
ENSDARG00000036499|ENSDART00000053027|zgc:162171|
ENSDARG00000070166|ENSDART00000144373||
ENSDARG00000070166|ENSDART00000142796||
ENSDARG00000070166|ENSDART00000102754||
ENSDARG00000079553|ENSDART00000137954|si:ch211-149p10.2|
ENSDARG00000079553|ENSDART00000137623|si:ch211-149p10.2|
ENSDARG00000079553|ENSDART00000114371|si:ch211-149p10.2|
ENSDARG00000023868|ENSDART00000031049|AKAP13 (2 of 2)|
ENSDARG00000011334|ENSDART00000122192|ncaldb|
ENSDARG00000011334|ENSDART00000016128|ncaldb|
ENSDARG00000011334|ENSDART00000151158|ncaldb|
ENSDARG00000011334|ENSDART00000151372|ncaldb|
ENSDARG00000092178|ENSDART00000143775|si:ch211-203f8.1|
ENSDARG00000093866|ENSDART00000136856|sec22bb|
ENSDARG00000093866|ENSDART00000139837|sec22bb|
ENSDARG00000093866|ENSDART00000128991|sec22bb|
ENSDARG00000092758|ENSDART00000140250|si:dkey-86e18.2|
ENSDARG00000045874|ENSDART00000067427|yeats4|
ENSDARG00000090642|ENSDART00000124205|CU856359.3|
ENSDARG00000077396|ENSDART00000112079|tlcd2|
ENSDARG00000089966|ENSDART00000056089|si:zfos-1505d6.3|
ENSDARG00000006017|ENSDART00000028072|kat2a|
ENSDARG00000037278|ENSDART00000054228|lrata|
ENSDARG00000074543|ENSDART00000114462|unc5a|
ENSDARG00000074543|ENSDART00000121723|unc5a|
ENSDARG00000074543|ENSDART00000122969|unc5a|
ENSDARG00000040984|ENSDART00000060049|hspa13|
ENSDARG00000040984|ENSDART00000133781|hspa13|
ENSDARG00000036593|ENSDART00000053158|kdm2ba|
ENSDARG00000018569|ENSDART00000002493|tnfrsf1a|
ENSDARG00000079488|ENSDART00000146410|zgc:195282|
ENSDARG00000079488|ENSDART00000109294|zgc:195282|
ENSDARG00000076572|ENSDART00000113174|crygm2d7|
ENSDARG00000076572|ENSDART00000135190|crygm2d7|
ENSDARG00000011515|ENSDART00000018401|ORAI1 (2 of 2)|
ENSDARG00000002172|ENSDART00000074125|BX255919.1|
ENSDARG00000078356|ENSDART00000114915|aplnra|
ENSDARG00000086195|ENSDART00000123662|CABZ01036415.1|
ENSDARG00000040856|ENSDART00000059886|ldha|
ENSDARG00000093684|ENSDART00000143930|tmem238|
ENSDARG00000041407|ENSDART00000060702|fam82a2|
ENSDARG00000033901|ENSDART00000141183|msi2a|
ENSDARG00000033901|ENSDART00000099473|msi2a|
ENSDARG00000033901|ENSDART00000134104|msi2a|
ENSDARG00000033901|ENSDART00000135642|msi2a|
ENSDARG00000033901|ENSDART00000132096|msi2a|
ENSDARG00000041592|ENSDART00000060971|dcun1d2|
ENSDARG00000011956|ENSDART00000133457|dlx4a|
ENSDARG00000011956|ENSDART00000007073|dlx4a|
ENSDARG00000086564|ENSDART00000121673|AL935184.1|
ENSDARG00000087639|ENSDART00000138149|si:dkey-33o22.1|
ENSDARG00000087639|ENSDART00000129369|si:dkey-33o22.1|
ENSDARG00000044328|ENSDART00000151597|ANKRD46 (2 of 2)|
ENSDARG00000044328|ENSDART00000123314|ANKRD46 (2 of 2)|
ENSDARG00000044328|ENSDART00000065105|ANKRD46 (2 of 2)|
ENSDARG00000014532|ENSDART00000010271|aida|
ENSDARG00000014532|ENSDART00000130507|aida|
ENSDARG00000009637|ENSDART00000011138|zgc:73075|
ENSDARG00000009637|ENSDART00000128721|zgc:73075|
ENSDARG00000009637|ENSDART00000151808|zgc:73075|
ENSDARG00000009637|ENSDART00000151235|zgc:73075|
ENSDARG00000062968|ENSDART00000091601|sbf1|
ENSDARG00000062968|ENSDART00000091599|sbf1|
ENSDARG00000062968|ENSDART00000132362|sbf1|
ENSDARG00000062968|ENSDART00000109452|sbf1|
ENSDARG00000062968|ENSDART00000150743|sbf1|
ENSDARG00000069800|ENSDART00000101871|CYSLTR2|
ENSDARG00000006782|ENSDART00000024309|rb1|
ENSDARG00000012435|ENSDART00000025731|spic|
ENSDARG00000068296|ENSDART00000083100|SLCO3A1 (2 of 2)|
ENSDARG00000041830|ENSDART00000061299|tsn|
ENSDARG00000054543|ENSDART00000076749|samsn1a|
ENSDARG00000054543|ENSDART00000099947|samsn1a|
ENSDARG00000005015|ENSDART00000007482|TSPYL1|
ENSDARG00000088567|ENSDART00000127323|VPS72 (1 of 2)|
ENSDARG00000060340|ENSDART00000084929|si:dkey-157l19.2|
ENSDARG00000060340|ENSDART00000133565|si:dkey-157l19.2|
ENSDARG00000053554|ENSDART00000075588|wdr76|
ENSDARG00000074148|ENSDART00000110072|rbpjl|
ENSDARG00000094763|ENSDART00000140172|npy2r|
ENSDARG00000003553|ENSDART00000006795|gnrhr2|
ENSDARG00000005549|ENSDART00000002892|ZNF710 (2 of 2)|
ENSDARG00000087711|ENSDART00000129166|CU855931.2|
ENSDARG00000037276|ENSDART00000133937|map9|
ENSDARG00000037276|ENSDART00000054225|map9|
ENSDARG00000039181|ENSDART00000088033|trpm3|
ENSDARG00000039181|ENSDART00000147188|trpm3|
ENSDARG00000020890|ENSDART00000024294|tmod4|
ENSDARG00000020890|ENSDART00000137153|tmod4|
ENSDARG00000004939|ENSDART00000125369|mtdhb|
ENSDARG00000004939|ENSDART00000075937|mtdhb|
ENSDARG00000004939|ENSDART00000015170|mtdhb|
ENSDARG00000094281|ENSDART00000138605|si:ch73-196i15.3|
ENSDARG00000094281|ENSDART00000132120|si:ch73-196i15.3|
ENSDARG00000094281|ENSDART00000134488|si:ch73-196i15.3|
ENSDARG00000023921|ENSDART00000029586|dnaja2|
ENSDARG00000077609|ENSDART00000109769|elfn2|
ENSDARG00000077609|ENSDART00000139892|elfn2|
ENSDARG00000053840|ENSDART00000075943|EI24|
ENSDARG00000075394|ENSDART00000115286|crtac1b|
ENSDARG00000075394|ENSDART00000132048|crtac1b|
ENSDARG00000069692|ENSDART00000101592|col7a1l|
ENSDARG00000069692|ENSDART00000141566|col7a1l|
ENSDARG00000088823|ENSDART00000123763|crygm2d3|
ENSDARG00000088823|ENSDART00000146319|crygm2d3|
ENSDARG00000090338|ENSDART00000130741|FAM20C (2 of 2)|
ENSDARG00000070897|ENSDART00000104449|CABZ01036418.1|
ENSDARG00000040854|ENSDART00000031814|tsg101|
ENSDARG00000044480|ENSDART00000065318|C21HXorf40B|
ENSDARG00000086055|ENSDART00000123315|AL844587.3|
ENSDARG00000022271|ENSDART00000036283|trim35-34|
ENSDARG00000009217|ENSDART00000078767|tom1l2|
ENSDARG00000042548|ENSDART00000101047|tpd52l1|
ENSDARG00000042548|ENSDART00000137485|tpd52l1|
ENSDARG00000042548|ENSDART00000101049|tpd52l1|
ENSDARG00000042548|ENSDART00000062402|tpd52l1|
ENSDARG00000042925|ENSDART00000063008|mfng|
ENSDARG00000038119|ENSDART00000055572|si:dkey-65j6.2|
ENSDARG00000038119|ENSDART00000138868|si:dkey-65j6.2|
ENSDARG00000038119|ENSDART00000143289|si:dkey-65j6.2|
ENSDARG00000038119|ENSDART00000134106|si:dkey-65j6.2|
ENSDARG00000092158|ENSDART00000139737|cbx3b|
ENSDARG00000092158|ENSDART00000136235|cbx3b|
ENSDARG00000092158|ENSDART00000131582|cbx3b|
ENSDARG00000079570|ENSDART00000109124|rspo2|
ENSDARG00000079570|ENSDART00000131899|rspo2|
ENSDARG00000014246|ENSDART00000025007|JAG2 (2 of 2)|
ENSDARG00000075108|ENSDART00000109529|tmco3|
ENSDARG00000096099|ENSDART00000150747|si:dkey-115f9.3|
ENSDARG00000021590|ENSDART00000009768|magi2|
ENSDARG00000021590|ENSDART00000133644|magi2|
ENSDARG00000074548|ENSDART00000141552|zbtb17|
ENSDARG00000074548|ENSDART00000114840|zbtb17|
ENSDARG00000020746|ENSDART00000015379|gfi1aa|
ENSDARG00000061896|ENSDART00000046510|slco2a1|
ENSDARG00000061896|ENSDART00000147789|slco2a1|
ENSDARG00000022378|ENSDART00000136008|mtmr1b|
ENSDARG00000022378|ENSDART00000029599|mtmr1b|
ENSDARG00000022378|ENSDART00000145123|mtmr1b|
ENSDARG00000022378|ENSDART00000147519|mtmr1b|
ENSDARG00000023822|ENSDART00000125258|zgc:73349|
ENSDARG00000023822|ENSDART00000030009|zgc:73349|
ENSDARG00000043536|ENSDART00000063917|si:dkey-86e18.1|
ENSDARG00000069085|ENSDART00000078791|ints2|
ENSDARG00000069085|ENSDART00000023545|ints2|
ENSDARG00000069085|ENSDART00000143487|ints2|
ENSDARG00000037100|ENSDART00000053926|ankrd10a|
ENSDARG00000037100|ENSDART00000141441|ankrd10a|
ENSDARG00000037100|ENSDART00000150133|ankrd10a|
ENSDARG00000078701|ENSDART00000108510|prdm13|
ENSDARG00000078701|ENSDART00000136759|prdm13|
ENSDARG00000056270|ENSDART00000132956|atpaf2|
ENSDARG00000056270|ENSDART00000145024|atpaf2|
ENSDARG00000056270|ENSDART00000134297|atpaf2|
ENSDARG00000056270|ENSDART00000139407|atpaf2|
ENSDARG00000056270|ENSDART00000078724|atpaf2|
ENSDARG00000061634|ENSDART00000125485|zgc:158614|
ENSDARG00000061634|ENSDART00000125955|zgc:158614|
ENSDARG00000031598|ENSDART00000045190|calb1|
ENSDARG00000031598|ENSDART00000147191|calb1|
ENSDARG00000031598|ENSDART00000145697|calb1|
ENSDARG00000024109|ENSDART00000144526|naa40|
ENSDARG00000024109|ENSDART00000131935|naa40|
ENSDARG00000024109|ENSDART00000039265|naa40|
ENSDARG00000024109|ENSDART00000141814|naa40|
ENSDARG00000061354|ENSDART00000087418|foxred2|
ENSDARG00000061354|ENSDART00000110719|foxred2|
ENSDARG00000061354|ENSDART00000135389|foxred2|
ENSDARG00000078080|ENSDART00000111771|pknox1.1|
ENSDARG00000078080|ENSDART00000141961|pknox1.1|
ENSDARG00000078080|ENSDART00000053210|pknox1.1|
ENSDARG00000077871|ENSDART00000109094|si:ch211-87l2.1|
ENSDARG00000077871|ENSDART00000146996|si:ch211-87l2.1|
ENSDARG00000090697|ENSDART00000145794|eif3ea|
ENSDARG00000090697|ENSDART00000140684|eif3ea|
ENSDARG00000090697|ENSDART00000144651|eif3ea|
ENSDARG00000090697|ENSDART00000141084|eif3ea|
ENSDARG00000090697|ENSDART00000126705|eif3ea|
ENSDARG00000089485|ENSDART00000028977|TECRL (1 of 2)|
ENSDARG00000071493|ENSDART00000105753|olfm3a|
ENSDARG00000070378|ENSDART00000103203|zgc:193706|
ENSDARG00000035694|ENSDART00000051768|stm|
ENSDARG00000035694|ENSDART00000074620|stm|
ENSDARG00000035694|ENSDART00000145710|stm|
ENSDARG00000035694|ENSDART00000105174|stm|
ENSDARG00000035694|ENSDART00000110763|stm|
ENSDARG00000096060|ENSDART00000150744|si:ch211-202c4.2|
ENSDARG00000096110|ENSDART00000150631|zgc:123278|
ENSDARG00000078891|ENSDART00000109268|C7H7orf43|
ENSDARG00000005891|ENSDART00000150529|cyb5r3|
ENSDARG00000005891|ENSDART00000014153|cyb5r3|
ENSDARG00000030790|ENSDART00000045227|C22H10orf76 (1 of 2)|
ENSDARG00000030790|ENSDART00000112889|C22H10orf76 (1 of 2)|
ENSDARG00000006353|ENSDART00000103275|itga5|
ENSDARG00000006353|ENSDART00000147392|itga5|
ENSDARG00000006353|ENSDART00000018301|itga5|
ENSDARG00000008573|ENSDART00000013453|fam20b|
ENSDARG00000070524|ENSDART00000103608|hrasa|
ENSDARG00000070524|ENSDART00000150474|hrasa|
ENSDARG00000008184|ENSDART00000060505|mia3|
ENSDARG00000008184|ENSDART00000138457|mia3|
ENSDARG00000008184|ENSDART00000041476|mia3|
ENSDARG00000014727|ENSDART00000067560|acox1|
ENSDARG00000014727|ENSDART00000137991|acox1|
ENSDARG00000014727|ENSDART00000049226|acox1|
ENSDARG00000087191|ENSDART00000126489|WDR93|
ENSDARG00000063580|ENSDART00000093021|si:ch1073-219n12.1|
ENSDARG00000063580|ENSDART00000139476|si:ch1073-219n12.1|
ENSDARG00000063580|ENSDART00000146148|si:ch1073-219n12.1|
ENSDARG00000075017|ENSDART00000148579|polr2m|
ENSDARG00000075017|ENSDART00000110265|polr2m|
ENSDARG00000070353|ENSDART00000103149|hoxc13a|
ENSDARG00000041117|ENSDART00000060259|wnt2|
ENSDARG00000060790|ENSDART00000086021|FOXRED1|
ENSDARG00000060790|ENSDART00000136220|FOXRED1|
ENSDARG00000074376|ENSDART00000110092|MDGA1|
ENSDARG00000013787|ENSDART00000016936|gucy1a3|
ENSDARG00000013787|ENSDART00000102455|gucy1a3|
ENSDARG00000013787|ENSDART00000143822|gucy1a3|
ENSDARG00000023958|ENSDART00000140392|rnf181|
ENSDARG00000023958|ENSDART00000134728|rnf181|
ENSDARG00000023958|ENSDART00000029450|rnf181|
ENSDARG00000074282|ENSDART00000110790|CU914772.1|
ENSDARG00000034522|ENSDART00000049177|rab6ba|
ENSDARG00000034522|ENSDART00000127126|rab6ba|
ENSDARG00000079712|ENSDART00000111494|GAL3ST4|
ENSDARG00000060130|ENSDART00000084432|dusp3b|
ENSDARG00000015947|ENSDART00000077763|matn4|
ENSDARG00000015947|ENSDART00000103118|matn4|
ENSDARG00000015947|ENSDART00000065683|matn4|
ENSDARG00000015947|ENSDART00000077761|matn4|
ENSDARG00000015947|ENSDART00000002571|matn4|
ENSDARG00000015947|ENSDART00000065682|matn4|
ENSDARG00000015947|ENSDART00000065681|matn4|
ENSDARG00000061936|ENSDART00000143077|FBXO10 (1 of 2)|
ENSDARG00000061936|ENSDART00000111555|FBXO10 (1 of 2)|
ENSDARG00000061936|ENSDART00000141579|FBXO10 (1 of 2)|
ENSDARG00000061936|ENSDART00000088933|FBXO10 (1 of 2)|
ENSDARG00000052833|ENSDART00000141228|zfand3|
ENSDARG00000052833|ENSDART00000074761|zfand3|
ENSDARG00000044512|ENSDART00000065362|CA4 (2 of 3)|
ENSDARG00000035987|ENSDART00000052240|psmg2|
ENSDARG00000026165|ENSDART00000003503|col11a1a|
ENSDARG00000026165|ENSDART00000042065|col11a1a|
ENSDARG00000021442|ENSDART00000002279|cdh11|
ENSDARG00000021442|ENSDART00000146126|cdh11|
ENSDARG00000021442|ENSDART00000127332|cdh11|
ENSDARG00000070352|ENSDART00000103147|hoxc12a|
ENSDARG00000068965|ENSDART00000099956|nrip1a|
ENSDARG00000068965|ENSDART00000135540|nrip1a|
ENSDARG00000057612|ENSDART00000128441|ugt5b4|
ENSDARG00000057612|ENSDART00000121490|ugt5b4|
ENSDARG00000057612|ENSDART00000080323|ugt5b4|
ENSDARG00000086658|ENSDART00000124600|si:ch211-212n6.16|
ENSDARG00000086658|ENSDART00000139101|si:ch211-212n6.16|
ENSDARG00000073914|ENSDART00000112135|fam163b|
ENSDARG00000073914|ENSDART00000136853|fam163b|
ENSDARG00000061017|ENSDART00000111749|spns2|
ENSDARG00000061017|ENSDART00000086564|spns2|
ENSDARG00000053484|ENSDART00000075522|syne2b|
ENSDARG00000053484|ENSDART00000139734|syne2b|
ENSDARG00000053484|ENSDART00000133242|syne2b|
ENSDARG00000053484|ENSDART00000135935|syne2b|
ENSDARG00000053484|ENSDART00000136750|syne2b|
ENSDARG00000053484|ENSDART00000147884|syne2b|
ENSDARG00000053484|ENSDART00000135510|syne2b|
ENSDARG00000016481|ENSDART00000104037|ptpn2a|
ENSDARG00000016481|ENSDART00000130382|ptpn2a|
ENSDARG00000016481|ENSDART00000141111|ptpn2a|
ENSDARG00000016481|ENSDART00000136168|ptpn2a|
ENSDARG00000040358|ENSDART00000125968|spred3|
ENSDARG00000040358|ENSDART00000129021|spred3|
ENSDARG00000040358|ENSDART00000136420|spred3|
ENSDARG00000077400|ENSDART00000111456|RBM10|
ENSDARG00000077400|ENSDART00000136805|RBM10|
ENSDARG00000077400|ENSDART00000133906|RBM10|
ENSDARG00000019156|ENSDART00000056629|haus5|
ENSDARG00000019156|ENSDART00000025356|haus5|
ENSDARG00000070931|ENSDART00000126547|si:ch211-232m10.6|
ENSDARG00000070931|ENSDART00000104548|si:ch211-232m10.6|
ENSDARG00000070931|ENSDART00000131517|si:ch211-232m10.6|
ENSDARG00000070931|ENSDART00000150933|si:ch211-232m10.6|
ENSDARG00000045207|ENSDART00000093571|camlg|
ENSDARG00000045207|ENSDART00000066459|camlg|
ENSDARG00000000151|ENSDART00000112817|thraa|
ENSDARG00000000151|ENSDART00000151633|thraa|
ENSDARG00000000151|ENSDART00000000160|thraa|
ENSDARG00000000151|ENSDART00000151575|thraa|
ENSDARG00000000151|ENSDART00000151127|thraa|
ENSDARG00000022772|ENSDART00000133745|OSBP2 (1 of 2)|
ENSDARG00000022772|ENSDART00000139522|OSBP2 (1 of 2)|
ENSDARG00000022772|ENSDART00000139149|OSBP2 (1 of 2)|
ENSDARG00000022772|ENSDART00000033630|OSBP2 (1 of 2)|
ENSDARG00000005257|ENSDART00000027250|GBGT1 (6 of 10)|
ENSDARG00000005257|ENSDART00000137063|GBGT1 (6 of 10)|
ENSDARG00000039150|ENSDART00000057192|lgmn|
ENSDARG00000039150|ENSDART00000134955|lgmn|
ENSDARG00000039150|ENSDART00000139087|lgmn|
ENSDARG00000062055|ENSDART00000089233|RNF38|
ENSDARG00000062055|ENSDART00000139241|RNF38|
ENSDARG00000070157|ENSDART00000144775|tgm2a|
ENSDARG00000070157|ENSDART00000135980|tgm2a|
ENSDARG00000070157|ENSDART00000102712|tgm2a|
ENSDARG00000005513|ENSDART00000132187|naca|
ENSDARG00000005513|ENSDART00000144800|naca|
ENSDARG00000005513|ENSDART00000140302|naca|
ENSDARG00000005513|ENSDART00000014723|naca|
ENSDARG00000045485|ENSDART00000129765|rassf8b|
ENSDARG00000045485|ENSDART00000066895|rassf8b|
ENSDARG00000073737|ENSDART00000109590|suds3|
ENSDARG00000073737|ENSDART00000114446|suds3|
ENSDARG00000073737|ENSDART00000111646|suds3|
ENSDARG00000016886|ENSDART00000126160||
ENSDARG00000016886|ENSDART00000024822||
ENSDARG00000094089|ENSDART00000145849|si:dkey-236e20.1|
ENSDARG00000053260|ENSDART00000075277|zgc:113090|
ENSDARG00000021974|ENSDART00000125396|sfr1|
ENSDARG00000021974|ENSDART00000031564|sfr1|
ENSDARG00000095285|ENSDART00000148170|zgc:77614|
ENSDARG00000059770|ENSDART00000083431|cpt1a|
ENSDARG00000059770|ENSDART00000148744|cpt1a|
ENSDARG00000059770|ENSDART00000145375|cpt1a|
ENSDARG00000056374|ENSDART00000078860|noxo1b|
ENSDARG00000092718|ENSDART00000140766|gbgt1l2|
ENSDARG00000000369|ENSDART00000007497|PRKAG3 (1 of 2)|
ENSDARG00000000369|ENSDART00000132747|PRKAG3 (1 of 2)|
ENSDARG00000000369|ENSDART00000135209|PRKAG3 (1 of 2)|
ENSDARG00000018508|ENSDART00000129878|zdhhc8b|
ENSDARG00000068967|ENSDART00000099958|zgc:153372|
ENSDARG00000038397|ENSDART00000056034|rpap2|
ENSDARG00000016163|ENSDART00000137872|usp33|
ENSDARG00000016163|ENSDART00000133037|usp33|
ENSDARG00000016163|ENSDART00000018114|usp33|
ENSDARG00000006181|ENSDART00000044282|hif1aa|
ENSDARG00000006181|ENSDART00000147222|hif1aa|
ENSDARG00000006181|ENSDART00000144328|hif1aa|
ENSDARG00000078492|ENSDART00000146910|swi5|
ENSDARG00000078492|ENSDART00000109282|swi5|
ENSDARG00000074034|ENSDART00000113475|si:dkey-91i10.2|
ENSDARG00000074034|ENSDART00000133676|si:dkey-91i10.2|
ENSDARG00000016363|ENSDART00000019035|her8a|
ENSDARG00000016363|ENSDART00000123395|her8a|
ENSDARG00000092419|ENSDART00000078216|vtg7|
ENSDARG00000092419|ENSDART00000142176|vtg7|
ENSDARG00000092419|ENSDART00000137998|vtg7|
ENSDARG00000092419|ENSDART00000143602|vtg7|
ENSDARG00000092419|ENSDART00000137881|vtg7|
ENSDARG00000092419|ENSDART00000138378|vtg7|
ENSDARG00000069804|ENSDART00000101876|si:ch211-198k9.6|
ENSDARG00000069804|ENSDART00000149219|si:ch211-198k9.6|
ENSDARG00000069804|ENSDART00000150004|si:ch211-198k9.6|
ENSDARG00000069804|ENSDART00000114536|si:ch211-198k9.6|
ENSDARG00000004823|ENSDART00000005145|asz1|
ENSDARG00000036776|ENSDART00000053399|aldh8a1|
ENSDARG00000070351|ENSDART00000103146|hoxc11a|
ENSDARG00000070351|ENSDART00000133760|hoxc11a|
ENSDARG00000063003|ENSDART00000091683|alkbh5|
ENSDARG00000060838|ENSDART00000086144|trim35-33|
ENSDARG00000060838|ENSDART00000146662|trim35-33|
ENSDARG00000003251|ENSDART00000018336|zbtb22b|
ENSDARG00000003251|ENSDART00000110366|zbtb22b|
ENSDARG00000060944|ENSDART00000098253|rnf217|
ENSDARG00000060944|ENSDART00000086405|rnf217|
ENSDARG00000007842|ENSDART00000003997|MCHR2 (1 of 2)|
ENSDARG00000077545|ENSDART00000113550|BX511021.3|
ENSDARG00000070985|ENSDART00000104657|MRPS21|
ENSDARG00000030449|ENSDART00000039597|crabp2b|
ENSDARG00000056453|ENSDART00000122122|afap1l1b|
ENSDARG00000056453|ENSDART00000078953|afap1l1b|
ENSDARG00000056453|ENSDART00000078949|afap1l1b|
ENSDARG00000061143|ENSDART00000086867|tapt1b|
ENSDARG00000011538|ENSDART00000023984|hspb7|
ENSDARG00000029048|ENSDART00000126276|CU302316.2|
ENSDARG00000042920|ENSDART00000105758|sult3st3|
ENSDARG00000042920|ENSDART00000105755|sult3st3|
ENSDARG00000042920|ENSDART00000105739|sult3st3|
ENSDARG00000042920|ENSDART00000141249|sult3st3|
ENSDARG00000094863|ENSDART00000099265|ddx46|
ENSDARG00000039486|ENSDART00000057689|bag3|
ENSDARG00000090676|ENSDART00000130157||
ENSDARG00000018110|ENSDART00000009545|pak4|
ENSDARG00000079011|ENSDART00000021053|col17a1b|
ENSDARG00000079011|ENSDART00000137074|col17a1b|
ENSDARG00000079011|ENSDART00000134102|col17a1b|
ENSDARG00000070173|ENSDART00000077805|gria2a|
ENSDARG00000070173|ENSDART00000102782|gria2a|
ENSDARG00000091627|ENSDART00000123477|si:dkey-271j15.3|
ENSDARG00000091627|ENSDART00000146500|si:dkey-271j15.3|
ENSDARG00000091627|ENSDART00000145837|si:dkey-271j15.3|
ENSDARG00000037946|ENSDART00000055299|prl|
ENSDARG00000093561|ENSDART00000138093|si:ch211-195o19.4|
ENSDARG00000026519|ENSDART00000021550|ralgps2|
ENSDARG00000026519|ENSDART00000127622|ralgps2|
ENSDARG00000026519|ENSDART00000037420|ralgps2|
ENSDARG00000053215|ENSDART00000075218|me1|
